"feat","avg(empathy.empathy)","avg(empathy.distress)","avg(empathy.empathy_bin)","avg(empathy.distress_bin)"
"alexandria","3.0000000","4.8750000","0.0000","1.0000"
"alien","1.0000000","1.0000000","0.0000","0.0000"
"alike","4.3330000","4.6250000","1.0000","1.0000"
"alito","4.1670000","3.5000000","1.0000","0.0000"
"alive","3.3750000","3.5812500","0.4000","0.3000"
"all","3.6720791","3.6488337","0.4848","0.4564"
"allah","2.8333333","4.0833333","0.0000","0.3333"
"allegations","2.5000000","4.1250000","0.2500","0.5000"
"allege","4.6670000","4.6250000","1.0000","1.0000"
"alleged","4.2223333","4.6666667","0.6667","0.6667"
"allegedly","4.0000000","4.5625000","0.5000","0.5000"
"allepo","5.8330000","6.2500000","1.0000","1.0000"
"allied","4.3890000","4.7916667","0.6667","0.6667"
"allies","3.1250000","5.0312500","0.2500","0.7500"
"allow","3.2667000","3.4000000","0.5000","0.4000"
"allowed","4.1000800","4.1850000","0.5600","0.5600"
"allowing","4.5553333","4.7083333","0.6667","0.8333"
"allows","3.6190000","4.3928571","0.4286","0.5714"
"allready","1.0000000","1.0000000","0.0000","0.0000"
"ally","3.0000000","5.0000000","0.0000","1.0000"
"almighty","3.8333333","4.2916667","0.6667","0.6667"
"almost","4.3999750","3.9250000","0.6500","0.5250"
"alone","3.7533600","3.8400000","0.4400","0.4400"
"along","4.1445333","4.1458333","0.6333","0.5333"
"alongside","7.0000000","5.1250000","1.0000","1.0000"
"alot","3.8333750","3.4218750","0.6250","0.5000"
"already","4.1499600","4.0675000","0.6200","0.5800"
"alright","5.0000000","4.1250000","1.0000","1.0000"
"also","3.8836085","3.6779101","0.5608","0.4868"
"alt-right","3.4165000","3.1875000","0.5000","0.5000"
"alt-white","1.0000000","7.0000000","0.0000","1.0000"
"altered","5.0000000","4.5000000","1.0000","1.0000"
"altering","2.3330000","1.2500000","0.0000","0.0000"
"alternative","4.1670000","4.3750000","1.0000","1.0000"
"alternatives","4.3333333","5.9166667","0.3333","1.0000"
"although","3.5107419","3.4475806","0.3871","0.4516"
"altruistic","4.5000000","4.6250000","1.0000","1.0000"
"always","3.8590650","3.5792683","0.5285","0.4309"
"alzheimer's","3.8330000","1.3750000","0.0000","0.0000"
"am","3.8217647","4.0020053","0.5080","0.5187"
"amanda","4.5000000","4.7500000","1.0000","1.0000"
"amanda's","4.5000000","4.7500000","1.0000","1.0000"
"amaze","3.6670000","6.6250000","0.0000","1.0000"
"amazement","1.0000000","2.8750000","0.0000","0.0000"
"amazing","3.8106364","3.9431818","0.5455","0.5000"
"amazon","5.2000000","5.9250000","0.8000","1.0000"
"ambitious","4.3330000","2.2500000","1.0000","0.0000"
"ambulance","5.0000000","5.5000000","1.0000","1.0000"
"ambulances","4.1670000","5.0000000","1.0000","1.0000"
"ambush","3.1670000","2.6875000","0.0000","0.5000"
"ambushes","3.1670000","4.0000000","0.0000","1.0000"
"amenable","5.3330000","5.8750000","1.0000","1.0000"
"amendment","3.8335000","4.1562500","0.5000","0.5000"
"america","4.0833571","3.8714286","0.5429","0.5429"
"america's","3.4170000","3.5000000","0.5000","0.5000"
"america--the","3.5000000","3.3750000","0.0000","0.0000"
"american","4.0171026","4.0128205","0.6154","0.5641"
"american's","3.3330000","5.2500000","0.0000","1.0000"
"american-islamic","1.0000000","1.0000000","0.0000","0.0000"
"americans","3.8391724","4.1250000","0.4483","0.5862"
"americas","3.1670000","4.2500000","0.0000","1.0000"
"amicable","7.0000000","1.0000000","1.0000","0.0000"
"amicalola","5.3330000","5.5000000","1.0000","1.0000"
"amira","5.5000000","5.7500000","1.0000","1.0000"
"amlaner","7.0000000","7.0000000","1.0000","1.0000"
"amly","4.0000000","4.8750000","1.0000","1.0000"
"ammunition","5.5000000","4.9375000","1.0000","1.0000"
"among","4.6666364","4.4659091","0.7273","0.6364"
"among-st","2.0000000","4.3750000","0.0000","1.0000"
"amongst","5.1110000","3.7500000","1.0000","0.3333"
"amount","4.1014348","4.3641304","0.5652","0.5652"
"amounting","3.6670000","5.2500000","0.0000","1.0000"
"amounts","3.2963333","3.9444444","0.3333","0.6667"
"amphibian","5.5000000","5.2500000","1.0000","1.0000"
"amphibians","5.3335000","5.1250000","1.0000","1.0000"
"amplification","2.6670000","5.2500000","0.0000","1.0000"
"amusement","4.4666000","4.2000000","0.6000","0.4000"
"amusing","2.3335000","2.9375000","0.0000","0.5000"
"an","3.7323764","3.6085746","0.5078","0.4588"
"anal","4.5000000","5.1250000","1.0000","1.0000"
"analysis","5.0000000","5.6250000","1.0000","1.0000"
"analysts","7.0000000","7.0000000","1.0000","1.0000"
"analyze","2.3330000","4.0000000","0.0000","1.0000"
"analyzed","3.6250000","3.5937500","0.5000","0.5000"
"anarcho-communism","6.0000000","2.0000000","1.0000","0.0000"
"anarcho-tyranny","2.5000000","4.1250000","0.0000","1.0000"
"anchorage","2.8330000","2.6250000","0.0000","0.0000"
"ancient","5.1670000","4.3750000","1.0000","1.0000"
"and","3.7278612","3.8049938","0.4966","0.5047"
"andrea","3.8330000","4.0000000","0.0000","1.0000"
"andres","4.6670000","4.3750000","1.0000","1.0000"
"android","4.6670000","2.0000000","1.0000","0.0000"
"anecdotal","3.1670000","3.7500000","0.5000","0.5000"
"anet","4.1670000","3.7500000","1.0000","0.0000"
"angeles","4.1663333","4.5833333","0.6667","0.6667"
"angelia","6.0000000","4.0000000","1.0000","1.0000"
"angelina","4.8330000","5.5000000","1.0000","1.0000"
"anger","3.9585000","3.7187500","0.3750","0.3750"
"angered","4.3330000","4.8750000","1.0000","1.0000"
"angers","5.3330000","3.8750000","1.0000","0.0000"
"angle","3.7500000","2.4375000","0.5000","0.0000"
"angrily","4.8330000","5.1250000","1.0000","1.0000"
"angry","3.3867200","3.8000000","0.4000","0.5600"
"anguish","5.3330000","5.5000000","1.0000","1.0000"
"animal","4.0555476","4.5476190","0.4762","0.6429"
"animal's","7.0000000","6.1250000","1.0000","1.0000"
"animalistic","7.0000000","1.0000000","1.0000","0.0000"
"animals","4.4528491","4.3384434","0.6321","0.5849"
"animosity","5.3330000","4.6250000","1.0000","1.0000"
"animus","3.1670000","4.0000000","0.0000","1.0000"
"anniversary","4.6670000","4.7500000","1.0000","1.0000"
"announced","4.7500000","4.6875000","0.5000","0.5000"
"announcement","3.4165000","2.5000000","0.5000","0.5000"
"announcements","5.6670000","3.7500000","1.0000","0.0000"
"annoyed","2.1665000","1.1250000","0.0000","0.0000"
"annoying","1.7223333","1.0833333","0.0000","0.0000"
"annoys","1.0000000","1.6250000","0.0000","0.0000"
"annual","5.1670000","5.5000000","1.0000","1.0000"
"annually","4.3335000","3.4375000","0.5000","0.5000"
"anonimus","6.0000000","6.0000000","1.0000","1.0000"
"anonymous","1.0000000","6.1250000","0.0000","1.0000"
"another","3.4595069","3.8125000","0.4097","0.5069"
"anscestors","7.0000000","1.7500000","1.0000","0.0000"
"answer","4.0334000","3.3750000","0.4000","0.3000"
"answered","4.8330000","1.2500000","1.0000","0.0000"
"answers","2.6904286","2.8214286","0.1429","0.2857"
"anti","4.1110000","4.6250000","0.6667","0.6667"
"anti-bullying","4.5000000","2.6250000","1.0000","0.0000"
"anti-isis","4.8330000","5.6250000","1.0000","1.0000"
"anti-poacher","3.6670000","2.7500000","0.0000","0.0000"
"anti-poaching","3.6670000","2.7500000","0.0000","0.0000"
"anti-refugee","4.0000000","4.7500000","1.0000","1.0000"
"anticipate","6.3330000","5.2500000","1.0000","1.0000"
"antics","1.5000000","1.6250000","0.0000","0.0000"
"antithetical","1.0000000","1.0000000","0.0000","0.0000"
"antoher","5.0000000","5.1250000","1.0000","1.0000"
"anxiety","3.3335000","3.3125000","0.5000","0.5000"
"anxious","6.1113333","4.1250000","1.0000","0.6667"
"any","3.3233967","3.5543478","0.4130","0.4457"
"anybody","4.3334000","3.0750000","0.6000","0.2000"
"anyhow","2.8330000","2.6875000","0.0000","0.5000"
"anymore","2.9814815","3.8518519","0.2593","0.4815"
"anyone","2.9955467","3.5550000","0.3733","0.4400"
"anything","3.3945612","3.5255102","0.4082","0.4694"
"anytime","4.2222222","4.5694444","0.7778","0.5556"
"anyway","3.3395185","2.5787037","0.4444","0.2222"
"anyways","3.9999167","2.0729167","0.5000","0.1667"
"anywhere","3.5883529","4.0294118","0.4706","0.4706"
"apart","5.0001250","4.0781250","0.7500","0.6250"
"apartment","5.0166000","4.1250000","0.9000","0.5000"
"apes","3.1670000","4.0000000","0.0000","1.0000"
"aphasia","5.0835000","3.5000000","1.0000","0.5000"
"apocalypse","3.1670000","5.8750000","0.0000","1.0000"
"apologies","5.8330000","5.1250000","1.0000","1.0000"
"apologized","3.5000000","3.7500000","0.5000","0.5000"
"apology","2.6666667","3.2916667","0.3333","0.3333"
"apostates","3.5000000","4.0000000","0.0000","1.0000"
"app","1.0000000","6.1250000","0.0000","1.0000"
"appalachia","3.5553333","3.2083333","0.3333","0.3333"
"appalachian","4.1665000","4.1250000","0.7500","0.2500"
"appalled","4.0000000","1.7500000","0.5000","0.0000"
"appalling","3.8668000","5.4750000","0.6000","0.8000"
"apparel","1.5000000","1.8750000","0.0000","0.0000"
"apparent","4.1670000","4.1250000","0.3333","0.3333"
"apparently","3.4818125","3.4921875","0.4688","0.4375"
"appartment","3.1670000","5.0000000","0.0000","1.0000"
"appeal","4.5415000","3.6562500","0.5000","0.5000"
"appealing","3.5835000","1.9375000","0.5000","0.0000"
"appear","3.8747500","4.0625000","0.7500","0.7500"
"appearance","4.2500000","3.8125000","0.5000","0.5000"
"appearances","1.0000000","6.2500000","0.0000","1.0000"
"appeared","4.8330000","1.2500000","1.0000","0.0000"
"appears","4.3957500","3.6718750","0.6250","0.5000"
"applaud","4.1670000","1.3750000","1.0000","0.0000"
"apples","2.3330000","2.0000000","0.0000","0.0000"
"applicable","3.5000000","4.0000000","0.0000","1.0000"
"applications","4.6670000","2.0000000","1.0000","0.0000"
"applied","1.0000000","6.6250000","0.0000","1.0000"
"applies","2.3335000","3.9375000","0.0000","0.5000"
"apply","1.0000000","2.0000000","0.0000","0.0000"
"applying","1.6670000","1.0000000","0.0000","0.0000"
"appreciate","5.1999000","4.6500000","0.8000","0.6000"
"appreciated","3.8330000","6.0000000","0.0000","1.0000"
"appreciative","4.9165000","4.7500000","0.5000","0.5000"
"apprehended","1.0000000","6.0000000","0.0000","1.0000"
"apprehensive","2.6670000","4.1250000","0.0000","1.0000"
"approach","4.2670000","4.7250000","0.6000","0.8000"
"approached","3.6110000","3.9583333","0.6667","0.6667"
"approaches","4.5000000","2.6250000","1.0000","0.0000"
"approaching","3.1670000","3.2500000","0.0000","0.0000"
"appropriate","3.8888333","3.8333333","0.6667","0.5000"
"appropriately","3.7500000","4.2187500","0.5000","0.7500"
"appropriation","1.5000000","1.3750000","0.0000","0.0000"
"approval","6.6670000","2.5000000","1.0000","0.0000"
"approve","3.6670000","5.6250000","0.0000","1.0000"
"approved","4.5000000","4.1875000","0.5000","1.0000"
"approx","5.3330000","6.0000000","1.0000","1.0000"
"approximately","3.5000000","3.5000000","0.0000","0.0000"
"aquarium","5.5000000","5.6250000","1.0000","1.0000"
"aquariums","4.1670000","2.5000000","1.0000","0.0000"
"aquatic","5.5003333","5.5416667","1.0000","1.0000"
"aquire","7.0000000","5.5000000","1.0000","1.0000"
"ar","4.8330000","5.0000000","1.0000","1.0000"
"arab","3.3890000","3.7916667","0.6667","0.6667"
"arabia","3.5238571","2.8928571","0.5714","0.2857"
"arabs","1.0000000","1.3750000","0.0000","0.0000"
"arbovirus","3.1670000","4.2500000","0.0000","1.0000"
"arcan","4.0000000","4.0625000","0.5000","0.5000"
"archaic","3.3335000","1.6250000","0.5000","0.0000"
"architects","1.8330000","1.3750000","0.0000","0.0000"
"arctic","6.4165000","6.3125000","1.0000","1.0000"
"ardent","4.5000000","5.0000000","1.0000","1.0000"
"arduous","1.0000000","1.0000000","0.0000","0.0000"
"are","3.7497348","3.7993876","0.5048","0.5037"
"area","4.2261964","4.0937500","0.6071","0.5714"
"areas","4.2939474","3.8223684","0.6316","0.5526"
"aren","3.0832500","2.8750000","0.5000","0.5000"
"aren't","4.3139302","4.2238372","0.6047","0.6512"
"argentina","5.6670000","1.0000000","1.0000","0.0000"
"argue","3.7915000","4.9062500","0.2500","0.7500"
"arguement","2.1670000","2.0000000","0.0000","0.0000"
"argues","1.0000000","3.5000000","0.0000","0.0000"
"arguing","3.2668000","2.4750000","0.4000","0.2000"
"argument","4.0237143","4.2142857","0.5714","0.5714"
"arguments","7.0000000","7.0000000","1.0000","1.0000"
"arising","2.6670000","2.7500000","0.0000","0.0000"
"arizona","4.5000000","4.4062500","1.0000","0.7500"
"arkansas","2.5000000","2.6250000","0.0000","0.5000"
"arm","1.0000000","1.0000000","0.0000","0.0000"
"armadillos","4.3330000","4.5000000","1.0000","1.0000"
"armed","2.8751250","4.2343750","0.2500","0.6250"
"armies","3.6670000","2.7500000","0.0000","0.0000"
"arms","3.1907143","2.4107143","0.2857","0.2857"
"army","3.5000000","3.1250000","0.2857","0.2857"
"arnold","4.5000000","1.5416667","1.0000","0.0000"
"around","3.6976186","3.7500000","0.4742","0.5155"
"arounf","4.5830000","4.1875000","0.5000","0.5000"
"array","3.5000000","3.0000000","0.0000","0.0000"
"arrest","4.6666667","4.2291667","0.8333","0.6667"
"arrested","3.2778000","3.6000000","0.4000","0.5333"
"arresting","4.4165000","4.5625000","1.0000","1.0000"
"arrests","3.9996667","3.4166667","0.3333","0.6667"
"arrived","6.0000000","6.1250000","1.0000","1.0000"
"arrogance","1.8330000","2.7500000","0.0000","0.0000"
"arrogant","4.9165000","5.4375000","0.5000","1.0000"
"arsenic","5.0000000","3.7083333","1.0000","0.6667"
"arson","3.7500000","1.2500000","0.5000","0.0000"
"arsons","5.5000000","4.0000000","1.0000","1.0000"
"art","4.5000000","3.5000000","1.0000","0.5000"
"arthur","3.3335000","3.6875000","0.5000","0.0000"
"artic","4.0000000","4.0000000","1.0000","1.0000"
"artical","5.3335000","5.1875000","1.0000","1.0000"
"articales","2.6670000","2.8750000","0.0000","0.0000"
"article","3.6456105","3.5702632","0.4821","0.4442"
"article's","1.5835000","2.0000000","0.0000","0.0000"
"articled","4.0000000","4.0000000","1.0000","1.0000"
"articles","3.5987407","3.6064815","0.5185","0.3704"
"artist","7.0000000","1.7500000","1.0000","0.0000"
"artists","3.9167500","2.6875000","0.5000","0.2500"
"arw","4.8330000","5.0000000","1.0000","1.0000"
"as","3.7621319","3.7871555","0.5236","0.5118"
"asap","2.0000000","5.5000000","0.0000","1.0000"
"ash","3.8886667","5.4583333","0.3333","0.6667"
"ashame","6.0835000","6.9375000","1.0000","1.0000"
"ashamed","4.3095714","5.3750000","0.7143","0.8571"
"ashore","6.5000000","6.5000000","1.0000","1.0000"
"ashton","5.8330000","4.6250000","1.0000","1.0000"
"asia","3.6668000","4.2750000","0.6000","0.4000"
"asian","5.8330000","5.6250000","1.0000","1.0000"
"aside","3.7083750","2.3593750","0.5000","0.2500"
"asistance","4.1670000","5.2500000","1.0000","1.0000"
"ask","3.8556667","4.4000000","0.4667","0.7333"
"asked","3.5910000","4.5340909","0.5455","0.7273"
"asking","2.9583750","2.4843750","0.2500","0.1250"
"asks","6.1670000","6.7500000","1.0000","1.0000"
"asleep","4.2776667","3.1250000","0.6667","0.3333"
"asll","2.8330000","3.0000000","0.0000","0.0000"
"aspect","3.4167500","2.6250000","0.5000","0.2500"
"aspects","4.7223333","2.2083333","0.6667","0.3333"
"asphalt","5.0000000","5.5000000","1.0000","1.0000"
"aspirations","5.1670000","4.1250000","1.0000","1.0000"
"ass","1.9000000","1.9000000","0.2000","0.2000"
"assad","3.2776667","4.9166667","0.6667","0.6667"
"assassinated","2.1670000","2.0000000","0.0000","0.0000"
"assassination","5.5000000","5.6250000","1.0000","1.0000"
"assault","3.7575455","4.2500000","0.6364","0.6364"
"assaulted","3.7220000","3.2083333","0.3333","0.3333"
"assaulting","4.8330000","5.3750000","1.0000","1.0000"
"assaults","6.0000000","6.5000000","1.0000","1.0000"
"assessed","4.0835000","5.1875000","0.5000","1.0000"
"assets","5.5835000","2.5000000","1.0000","0.5000"
"asshat","1.0000000","4.3750000","0.0000","1.0000"
"asshole","2.4668000","3.2250000","0.4000","0.4000"
"assholes","1.8335000","2.7500000","0.0000","0.5000"
"assimilate","4.7500000","3.9375000","1.0000","0.5000"
"assimilation","4.3330000","1.7500000","1.0000","0.0000"
"assisstance","4.8330000","3.3750000","1.0000","0.0000"
"assist","3.8750000","3.5625000","0.5000","0.5000"
"assistance","4.1112222","4.1250000","0.4444","0.6667"
"assistant","1.0000000","1.0000000","0.0000","0.0000"
"assisted","3.7500000","2.9375000","0.5000","0.5000"
"assisting","1.3330000","1.5000000","0.0000","0.0000"
"associate","1.0000000","1.0000000","0.0000","0.0000"
"associated","3.1042500","3.1562500","0.5000","0.3750"
"association","4.1665000","3.1250000","0.5000","0.5000"
"associations","2.3330000","3.7500000","0.0000","0.0000"
"assume","5.0000000","2.8750000","1.0000","0.5000"
"assumex","2.1670000","2.0000000","0.0000","0.0000"
"assuming","4.7668000","3.8750000","0.6000","0.4000"
"assumption","6.0000000","6.0000000","1.0000","1.0000"
"assured","1.8330000","2.7500000","0.0000","0.0000"
"asthma","4.3330000","3.5000000","1.0000","0.0000"
"astonishing","1.1670000","6.3750000","0.0000","1.0000"
"astray","3.1670000","4.7500000","0.0000","1.0000"
"asylum","6.0000000","6.0000000","1.0000","1.0000"
"at","3.8084149","3.8166881","0.5103","0.4974"
"at-risk","4.0000000","4.2500000","1.0000","1.0000"
"ate","3.0003333","2.2083333","0.3333","0.0000"
"athlete","6.3330000","3.2500000","1.0000","0.0000"
"athletes","2.7780000","1.1666667","0.3333","0.0000"
"atlanta","5.6665000","5.7500000","1.0000","1.0000"
"atmosphere","1.8333333","4.8333333","0.0000","0.6667"
"atms","3.9165000","4.5625000","0.5000","1.0000"
"atorney","4.6670000","4.6250000","1.0000","1.0000"
"atrocious","4.4165000","4.2812500","0.7500","0.7500"
"atrocities","3.7666000","5.4750000","0.6000","0.8000"
"atrocity","3.6670000","3.0000000","0.0000","0.0000"
"atrticles","1.0000000","1.0000000","0.0000","0.0000"
"attached","3.0835000","3.3125000","0.5000","0.5000"
"attack","3.3333143","3.6214286","0.4286","0.4857"
"attacked","3.8246316","4.0789474","0.4211","0.5789"
"attackers","7.0000000","1.0000000","1.0000","0.0000"
"attacking","2.6428571","4.2321429","0.2857","0.5714"
"attacks","3.5591935","3.8467742","0.3871","0.5161"
"attain","3.1670000","1.8750000","0.0000","0.0000"
"attainment","5.1670000","5.5000000","1.0000","1.0000"
"attempt","4.4001000","4.7125000","0.6000","0.8000"
"attempted","4.3750000","4.1875000","0.5000","0.5000"
"attempting","3.3611667","4.4583333","0.6667","0.8333"
"attempts","1.3330000","1.0000000","0.0000","0.0000"
"attend","4.5000000","2.6250000","0.5000","0.0000"
"attention","3.8611000","3.7666667","0.5000","0.5000"
"attention-seeking","1.0000000","1.0000000","0.0000","0.0000"
"attitude","4.2082500","2.6250000","0.7500","0.0000"
"attitudes","4.5000000","4.1250000","1.0000","1.0000"
"attorney","4.6111667","5.0208333","0.8333","0.8333"
"attract","2.6665000","6.5000000","0.5000","1.0000"
"attracted","1.0000000","3.0000000","0.0000","0.0000"
"attribute","2.1670000","1.1250000","0.0000","0.0000"
"attributed","2.2220000","3.8750000","0.3333","0.6667"
"audacity","2.3330000","6.3750000","0.0000","1.0000"
"audio","5.0000000","5.5000000","1.0000","1.0000"
"auditory","4.1670000","1.5000000","1.0000","0.0000"
"august","4.6670000","5.6250000","1.0000","1.0000"
"austrailia","3.5000000","5.0000000","0.0000","1.0000"
"australia","4.0001111","4.5277778","0.5556","0.6667"
"australia's","1.0000000","5.1250000","0.0000","1.0000"
"australian","5.2085000","3.3125000","0.7500","0.5000"
"austurvollur","5.8330000","2.1250000","1.0000","0.0000"
"author","3.4305833","1.9270833","0.5833","0.0833"
"author's","4.5000000","1.0000000","1.0000","0.0000"
"authoritarian","1.0000000","1.0000000","0.0000","0.0000"
"authorities","3.5000000","4.7946429","0.5714","0.7857"
"authority","2.2082500","3.0937500","0.0000","0.2500"
"authorized","4.0000000","4.7500000","1.0000","1.0000"
